user_id,trip_date,station_id
4,2025-06-26,S008
4,2025-06-28,S015
4,2025-06-26,S018
4,2025-07-12,S009
4,2025-07-13,S009
4,2025-07-14,S005
4,2025-08-03,S002
4,2025-08-02,S013
4,2025-08-01,S007
4,2025-08-03,S012
4,2025-07-30,S012
4,2025-08-10,S003
4,2025-08-10,S022
4,2025-08-17,S003
4,2025-08-23,S002
4,2025-08-31,S019
4,2025-08-26,S019
4,2025-08-31,S023
4,2025-08-30,S019
4,2025-09-02,S003
4,2025-09-04,S011
4,2025-09-03,S003
5,2025-06-05,S010
5,2025-06-09,S006
5,2025-06-16,S017
5,2025-07-02,S016
5,2025-07-21,S019
5,2025-08-03,S008
5,2025-08-05,S014
5,2025-08-08,S010
5,2025-08-11,S009
5,2025-08-11,S025
5,2025-08-12,S013
5,2025-08-28,S018
5,2025-08-29,S021
5,2025-08-26,S013
5,2025-09-03,S009
6,2025-06-02,S013
6,2025-06-04,S015
6,2025-06-06,S007
6,2025-06-14,S006
6,2025-06-21,S007
6,2025-06-29,S004
6,2025-06-24,S012
6,2025-07-01,S024
6,2025-07-02,S009
6,2025-07-03,S005
6,2025-07-13,S010
6,2025-07-14,S014
6,2025-07-14,S025
6,2025-07-24,S021
6,2025-07-30,S007
6,2025-07-31,S011
6,2025-08-17,S006
6,2025-08-11,S004
6,2025-08-12,S017
6,2025-08-30,S010
6,2025-08-27,S019
6,2025-08-27,S013
6,2025-09-05,S003
6,2025-09-01,S011
7,2025-06-06,S003
7,2025-06-06,S021
7,2025-06-10,S007
7,2025-06-15,S004
7,2025-06-18,S025
7,2025-06-25,S014
7,2025-07-04,S002
7,2025-07-01,S020
7,2025-07-03,S010
7,2025-07-08,S010
7,2025-07-13,S022
7,2025-07-07,S009
7,2025-07-21,S025
7,2025-07-27,S022
7,2025-07-24,S008
7,2025-07-22,S010
7,2025-08-01,S014
7,2025-08-03,S025
7,2025-08-09,S002
7,2025-08-08,S017
7,2025-08-07,S017
7,2025-08-21,S021
7,2025-08-21,S009
7,2025-08-31,S011
7,2025-08-26,S006
7,2025-09-05,S001
8,2025-06-03,S007
8,2025-06-04,S022
8,2025-06-11,S019
8,2025-06-16,S006
8,2025-06-29,S012
8,2025-06-26,S020
8,2025-06-26,S007
8,2025-07-04,S005
8,2025-07-04,S024
8,2025-07-13,S016
8,2025-07-07,S014
8,2025-07-17,S024
8,2025-07-16,S016
8,2025-07-14,S018
8,2025-07-17,S022
8,2025-07-23,S014
8,2025-07-27,S025
8,2025-07-28,S005
8,2025-07-29,S004
8,2025-07-28,S001
8,2025-08-10,S013
8,2025-08-09,S009
8,2025-08-15,S018
8,2025-08-11,S003
8,2025-08-18,S009
8,2025-08-28,S007
9,2025-06-02,S023
9,2025-06-07,S016
9,2025-06-04,S011
9,2025-06-04,S011
9,2025-06-11,S024
9,2025-06-09,S016
9,2025-06-15,S014
9,2025-06-13,S015
9,2025-06-21,S005
9,2025-06-20,S015
9,2025-06-22,S016
9,2025-06-19,S014
9,2025-06-19,S023
9,2025-07-05,S005
9,2025-06-30,S011
9,2025-07-04,S012
9,2025-07-09,S008
9,2025-07-20,S009
9,2025-07-18,S009
9,2025-07-20,S024
9,2025-07-26,S022
9,2025-07-26,S010
9,2025-07-30,S015
9,2025-07-29,S010
9,2025-08-05,S021
9,2025-08-07,S018
9,2025-08-12,S004
9,2025-08-19,S016
9,2025-08-20,S007
9,2025-08-22,S016
9,2025-09-03,S016
10,2025-06-15,S011
10,2025-06-16,S013
10,2025-06-22,S003
10,2025-06-22,S015
10,2025-06-16,S019
10,2025-06-16,S016
10,2025-06-25,S020
10,2025-07-05,S013
10,2025-07-04,S013
10,2025-07-10,S005
10,2025-07-15,S022
10,2025-07-14,S012
10,2025-07-15,S021
10,2025-07-25,S004
10,2025-07-23,S016
10,2025-08-02,S023
10,2025-08-06,S014
10,2025-08-04,S007
10,2025-08-08,S005
10,2025-08-12,S018
10,2025-08-16,S005
10,2025-08-18,S015
10,2025-08-21,S025
10,2025-08-28,S023
10,2025-08-28,S023
10,2025-09-03,S019
10,2025-09-04,S010
11,2025-06-05,S009
11,2025-06-03,S018
11,2025-06-04,S015
11,2025-06-06,S022
11,2025-06-08,S014
11,2025-06-13,S018
11,2025-06-15,S023
11,2025-06-14,S020
11,2025-06-12,S009
11,2025-06-12,S018
11,2025-06-18,S020
11,2025-06-29,S024
11,2025-07-01,S010
11,2025-07-02,S019
11,2025-07-06,S004
11,2025-07-02,S024
11,2025-07-04,S006
11,2025-07-04,S022
11,2025-07-02,S013
11,2025-07-08,S021
11,2025-07-12,S021
11,2025-07-07,S008
11,2025-07-09,S001
11,2025-07-17,S024
11,2025-07-19,S025
11,2025-07-16,S023
11,2025-07-24,S002
11,2025-07-21,S025
11,2025-07-26,S021
11,2025-07-25,S006
11,2025-07-21,S019
11,2025-08-08,S007
11,2025-08-09,S012
11,2025-08-04,S007
11,2025-08-12,S001
11,2025-08-16,S021
11,2025-08-13,S022
11,2025-08-15,S025
11,2025-08-22,S008
11,2025-08-21,S010
11,2025-08-19,S021
11,2025-08-23,S018
11,2025-08-18,S007
11,2025-08-19,S018
11,2025-08-24,S010
11,2025-08-20,S014
11,2025-08-27,S018
11,2025-08-26,S006
11,2025-08-31,S012
11,2025-08-30,S015
11,2025-08-29,S018
11,2025-09-04,S021
11,2025-09-06,S019
11,2025-09-04,S022
11,2025-09-07,S021
12,2025-06-04,S009
12,2025-06-07,S001
12,2025-06-18,S013
12,2025-06-27,S010
12,2025-06-25,S020
12,2025-06-23,S007
12,2025-07-03,S007
12,2025-07-03,S023
12,2025-07-08,S010
12,2025-07-08,S018
12,2025-07-12,S025
12,2025-07-08,S011
12,2025-07-14,S002
12,2025-07-17,S022
12,2025-07-28,S008
12,2025-07-29,S011
12,2025-08-06,S023
12,2025-08-06,S008
12,2025-08-06,S022
12,2025-08-04,S024
12,2025-08-14,S025
12,2025-08-11,S007
12,2025-08-16,S020
12,2025-08-13,S013
12,2025-08-20,S015
12,2025-08-23,S021
12,2025-08-28,S012
12,2025-08-27,S023
12,2025-08-31,S002
12,2025-08-31,S011
12,2025-09-05,S022
12,2025-09-04,S018
12,2025-09-07,S003
12,2025-09-05,S010
12,2025-09-07,S014
12,2025-09-05,S019
13,2025-06-13,S023
13,2025-06-15,S022
13,2025-06-21,S019
13,2025-06-16,S025
13,2025-07-13,S007
13,2025-07-11,S009
13,2025-07-23,S011
13,2025-07-24,S008
13,2025-07-22,S022
13,2025-08-02,S009
13,2025-08-03,S020
13,2025-07-29,S010
13,2025-08-06,S020
13,2025-08-27,S016
13,2025-08-31,S001
14,2025-06-07,S002
14,2025-06-04,S018
14,2025-06-08,S016
14,2025-06-15,S018
14,2025-06-14,S018
14,2025-06-13,S005
14,2025-06-15,S016
14,2025-06-13,S011
14,2025-06-15,S012
14,2025-06-10,S005
14,2025-06-13,S019
14,2025-06-18,S014
14,2025-06-18,S003
14,2025-06-25,S015
14,2025-06-24,S022
14,2025-06-25,S011
14,2025-07-05,S003
14,2025-06-30,S015
14,2025-07-12,S007
14,2025-07-08,S025
14,2025-07-12,S011
14,2025-07-13,S010
14,2025-07-11,S001
14,2025-07-20,S024
14,2025-07-17,S003
14,2025-07-27,S018
14,2025-07-26,S022
14,2025-07-23,S009
14,2025-07-27,S012
14,2025-08-02,S025
14,2025-08-03,S005
14,2025-08-08,S001
14,2025-08-09,S002
14,2025-08-14,S021
14,2025-08-23,S008
14,2025-08-22,S011
14,2025-08-29,S001
14,2025-08-27,S023
14,2025-09-01,S019
14,2025-09-05,S015
15,2025-06-05,S003
15,2025-06-08,S002
15,2025-06-15,S009
15,2025-06-14,S002
15,2025-06-20,S023
15,2025-06-20,S019
15,2025-06-27,S004
15,2025-07-01,S004
15,2025-07-08,S024
15,2025-07-08,S023
15,2025-07-15,S018
15,2025-07-14,S009
15,2025-08-10,S015
15,2025-08-12,S024
15,2025-08-16,S015
15,2025-08-15,S011
15,2025-08-23,S012
16,2025-06-05,S015
16,2025-06-04,S019
16,2025-06-05,S006
16,2025-06-06,S007
16,2025-06-02,S007
16,2025-06-14,S016
16,2025-06-15,S017
16,2025-06-19,S004
16,2025-06-20,S006
16,2025-06-29,S001
16,2025-06-26,S004
16,2025-07-10,S021
16,2025-07-12,S002
16,2025-07-15,S013
16,2025-07-16,S017
16,2025-07-16,S005
16,2025-07-16,S021
16,2025-07-27,S020
16,2025-07-29,S025
16,2025-07-29,S007
16,2025-07-31,S012
16,2025-07-28,S023
16,2025-08-14,S002
16,2025-08-15,S016
16,2025-08-16,S024
16,2025-08-13,S024
16,2025-08-11,S025
16,2025-08-20,S016
16,2025-08-20,S002
16,2025-08-22,S003
16,2025-08-29,S005
16,2025-08-28,S021
16,2025-09-05,S004
16,2025-09-01,S006
16,2025-09-02,S003
16,2025-09-06,S015
17,2025-06-02,S007
17,2025-06-08,S025
17,2025-06-02,S025
17,2025-06-06,S009
17,2025-06-08,S007
17,2025-06-03,S006
17,2025-06-03,S013
17,2025-06-13,S003
17,2025-06-15,S007
17,2025-06-18,S019
17,2025-06-16,S008
17,2025-06-18,S017
17,2025-06-16,S012
17,2025-06-20,S024
17,2025-06-29,S007
17,2025-06-27,S014
17,2025-06-27,S019
17,2025-06-29,S019
17,2025-06-29,S022
17,2025-07-02,S019
17,2025-07-05,S025
17,2025-07-05,S001
17,2025-07-02,S009
17,2025-07-04,S009
17,2025-07-09,S009
17,2025-07-11,S018
17,2025-07-15,S016
17,2025-07-26,S014
17,2025-07-22,S018
17,2025-07-25,S012
17,2025-07-25,S006
17,2025-07-26,S002
17,2025-08-01,S014
17,2025-07-29,S008
17,2025-07-31,S023
17,2025-08-03,S017
17,2025-08-05,S024
17,2025-08-04,S008
17,2025-08-06,S021
17,2025-08-16,S011
17,2025-08-16,S016
17,2025-08-17,S003
17,2025-08-19,S009
17,2025-08-23,S007
17,2025-08-29,S013
17,2025-08-26,S002
17,2025-08-31,S021
17,2025-08-31,S003
17,2025-09-03,S014
17,2025-09-03,S012
18,2025-06-03,S017
18,2025-06-07,S002
18,2025-06-06,S014
18,2025-06-08,S019
18,2025-06-22,S016
18,2025-06-16,S005
18,2025-06-21,S019
18,2025-06-25,S019
18,2025-06-28,S006
18,2025-06-29,S004
18,2025-07-05,S009
18,2025-07-03,S020
18,2025-07-03,S016
18,2025-07-01,S013
18,2025-07-09,S024
18,2025-07-13,S023
18,2025-07-11,S005
18,2025-07-08,S007
18,2025-07-11,S010
18,2025-07-14,S011
18,2025-07-20,S010
18,2025-07-20,S014
18,2025-07-14,S015
18,2025-07-16,S006
18,2025-07-27,S013
18,2025-07-26,S005
18,2025-07-28,S008
18,2025-08-02,S021
18,2025-08-03,S003
18,2025-08-09,S014
18,2025-08-09,S016
18,2025-08-08,S015
18,2025-08-14,S022
18,2025-08-11,S023
18,2025-08-22,S017
18,2025-08-23,S013
18,2025-08-21,S003
18,2025-08-19,S021
18,2025-08-24,S016
18,2025-08-20,S002
18,2025-08-29,S016
18,2025-08-27,S019
18,2025-09-06,S015
19,2025-06-10,S016
19,2025-07-09,S004
19,2025-07-19,S007
19,2025-07-17,S022
19,2025-07-21,S006
19,2025-08-06,S018
20,2025-06-06,S005
20,2025-06-04,S022
20,2025-06-08,S011
20,2025-06-04,S022
20,2025-06-03,S002
20,2025-06-02,S003
20,2025-06-08,S002
20,2025-06-15,S010
20,2025-06-15,S009
20,2025-06-14,S017
20,2025-06-16,S011
20,2025-06-23,S016
20,2025-06-25,S011
20,2025-07-09,S021
20,2025-07-11,S012
20,2025-07-14,S003
20,2025-07-14,S017
20,2025-07-16,S012
20,2025-07-22,S005
20,2025-07-25,S021
20,2025-07-23,S003
20,2025-07-28,S014
20,2025-08-11,S017
20,2025-08-16,S005
20,2025-08-12,S020
20,2025-08-21,S013
20,2025-08-25,S009
20,2025-08-31,S019
20,2025-08-25,S010
20,2025-08-31,S005
20,2025-09-01,S006
20,2025-09-03,S004
21,2025-06-08,S005
21,2025-06-08,S008
21,2025-06-10,S008
21,2025-06-12,S021
21,2025-06-10,S020
21,2025-06-19,S001
21,2025-06-21,S009
21,2025-06-22,S022
21,2025-06-27,S012
21,2025-06-24,S017
21,2025-06-25,S015
21,2025-06-25,S023
21,2025-06-28,S012
21,2025-07-06,S022
21,2025-07-18,S010
21,2025-07-21,S013
21,2025-07-21,S015
21,2025-07-22,S023
21,2025-08-10,S013
21,2025-08-07,S015
21,2025-08-04,S022
21,2025-08-09,S022
21,2025-08-13,S008
21,2025-08-14,S025
21,2025-08-15,S014
21,2025-08-19,S017
21,2025-08-31,S012
21,2025-08-29,S001
21,2025-09-06,S016
22,2025-06-06,S011
22,2025-06-02,S017
22,2025-06-03,S012
22,2025-06-14,S010
22,2025-06-15,S025
22,2025-06-13,S023
22,2025-06-28,S024
22,2025-06-30,S015
22,2025-07-01,S004
22,2025-07-12,S005
22,2025-07-07,S011
22,2025-07-09,S020
22,2025-07-11,S002
22,2025-07-18,S007
22,2025-07-14,S019
22,2025-07-16,S011
22,2025-07-18,S015
22,2025-07-22,S012
22,2025-07-29,S024
22,2025-08-05,S025
22,2025-08-05,S021
22,2025-08-10,S006
22,2025-08-12,S016
22,2025-08-12,S004
22,2025-08-16,S003
22,2025-08-20,S013
22,2025-08-21,S005
22,2025-08-27,S017
22,2025-08-26,S011
22,2025-09-06,S023
22,2025-09-07,S007
22,2025-09-04,S002
23,2025-06-06,S019
23,2025-06-04,S019
23,2025-06-03,S006
23,2025-06-11,S012
23,2025-06-15,S011
23,2025-06-20,S013
23,2025-06-27,S018
23,2025-07-04,S008
23,2025-07-05,S019
23,2025-07-17,S013
23,2025-07-20,S001
23,2025-07-15,S023
23,2025-07-25,S016
23,2025-07-26,S021
23,2025-07-21,S003
23,2025-08-02,S004
23,2025-07-29,S019
23,2025-08-02,S004
23,2025-08-03,S022
23,2025-08-03,S007
23,2025-08-19,S005
23,2025-08-26,S024
23,2025-09-04,S005
24,2025-06-08,S020
24,2025-06-05,S011
24,2025-06-09,S023
24,2025-06-13,S005
24,2025-06-12,S003
24,2025-06-17,S025
24,2025-06-27,S021
24,2025-06-30,S021
24,2025-07-04,S016
24,2025-06-30,S008
24,2025-07-09,S002
24,2025-07-12,S012
24,2025-07-09,S003
24,2025-07-13,S019
24,2025-07-08,S016
24,2025-07-10,S009
24,2025-07-20,S007
24,2025-07-19,S003
24,2025-07-22,S015
24,2025-07-21,S006
24,2025-07-27,S001
24,2025-07-22,S016
24,2025-07-28,S025
24,2025-08-02,S014
24,2025-08-01,S005
24,2025-08-04,S005
24,2025-08-09,S015
24,2025-08-10,S023
24,2025-08-05,S019
24,2025-08-04,S003
24,2025-08-14,S008
24,2025-08-23,S021
24,2025-08-22,S015
24,2025-08-24,S008
24,2025-08-21,S008
24,2025-08-18,S022
24,2025-08-21,S002
24,2025-08-23,S024
24,2025-08-26,S009
24,2025-08-28,S022
24,2025-08-30,S007
24,2025-08-25,S007
24,2025-09-03,S006
24,2025-09-05,S016
24,2025-09-02,S004
24,2025-09-05,S012
25,2025-06-02,S010
25,2025-06-05,S009
25,2025-06-02,S013
25,2025-06-05,S024
25,2025-06-08,S016
25,2025-06-11,S023
25,2025-06-15,S009
25,2025-06-12,S013
25,2025-06-18,S009
25,2025-06-19,S017
25,2025-06-27,S006
25,2025-07-06,S012
25,2025-07-03,S017
25,2025-07-01,S015
25,2025-07-08,S021
25,2025-07-21,S004
25,2025-08-08,S017
25,2025-08-17,S021
25,2025-08-13,S003
25,2025-08-15,S008
25,2025-09-01,S003
26,2025-06-05,S007
26,2025-06-03,S015
26,2025-06-02,S015
26,2025-06-12,S016
26,2025-06-13,S011
26,2025-06-25,S013
26,2025-06-26,S008
26,2025-06-24,S024
26,2025-07-06,S024
26,2025-07-11,S013
26,2025-07-25,S006
26,2025-07-23,S014
26,2025-07-26,S021
26,2025-08-03,S009
26,2025-08-06,S015
26,2025-08-09,S017
26,2025-08-10,S018
26,2025-08-12,S002
26,2025-08-15,S025
26,2025-08-30,S014
26,2025-08-30,S010
26,2025-08-27,S001
26,2025-08-29,S007
26,2025-08-30,S024
26,2025-09-04,S008
26,2025-09-05,S025
27,2025-06-07,S018
27,2025-06-08,S001
27,2025-06-06,S014
27,2025-06-08,S011
27,2025-06-10,S015
27,2025-06-12,S004
27,2025-06-22,S016
27,2025-06-17,S019
27,2025-06-25,S023
27,2025-06-24,S011
27,2025-06-25,S008
27,2025-07-04,S014
27,2025-07-09,S004
27,2025-07-09,S023
27,2025-07-12,S019
27,2025-07-12,S024
27,2025-07-08,S019
27,2025-07-17,S011
27,2025-07-16,S009
27,2025-07-16,S001
27,2025-07-24,S005
27,2025-07-26,S016
27,2025-07-22,S019
27,2025-07-25,S022
27,2025-07-30,S016
27,2025-08-05,S005
27,2025-08-06,S020
27,2025-08-05,S018
27,2025-08-07,S025
27,2025-08-06,S007
27,2025-08-10,S009
27,2025-08-05,S021
27,2025-08-12,S005
27,2025-08-11,S005
27,2025-08-21,S019
27,2025-08-25,S021
27,2025-08-26,S004
27,2025-08-29,S008
27,2025-09-07,S005
27,2025-09-05,S011
27,2025-09-01,S020
27,2025-09-05,S023
28,2025-06-02,S013
28,2025-06-12,S002
28,2025-06-13,S005
28,2025-06-11,S014
28,2025-06-18,S002
28,2025-06-17,S020
28,2025-06-28,S007
28,2025-06-26,S007
28,2025-07-08,S025
28,2025-07-11,S010
28,2025-07-16,S001
28,2025-07-17,S022
28,2025-07-27,S017
28,2025-07-26,S003
28,2025-07-24,S012
28,2025-07-29,S025
28,2025-08-05,S015
28,2025-08-04,S013
28,2025-08-16,S001
28,2025-08-20,S020
28,2025-08-18,S018
28,2025-08-31,S010
28,2025-08-30,S018
29,2025-06-08,S022
29,2025-06-04,S018
29,2025-06-07,S003
29,2025-06-14,S019
29,2025-06-10,S004
29,2025-06-10,S022
29,2025-06-14,S024
29,2025-06-20,S024
29,2025-06-16,S009
29,2025-06-20,S008
29,2025-06-16,S005
29,2025-06-26,S011
29,2025-06-27,S025
29,2025-06-24,S023
29,2025-06-29,S019
29,2025-07-02,S025
29,2025-07-09,S012
29,2025-07-10,S002
29,2025-07-11,S010
29,2025-07-07,S023
29,2025-07-09,S006
29,2025-07-20,S025
29,2025-07-19,S017
29,2025-07-27,S011
29,2025-07-27,S008
29,2025-07-23,S021
29,2025-07-24,S017
29,2025-08-02,S024
29,2025-08-03,S003
29,2025-08-08,S018
29,2025-08-05,S020
29,2025-08-11,S002
29,2025-08-13,S013
29,2025-08-23,S022
29,2025-08-31,S015
29,2025-08-25,S005
29,2025-09-04,S017
29,2025-09-02,S024
29,2025-09-02,S002
29,2025-09-03,S021
30,2025-06-07,S018
30,2025-06-07,S006
30,2025-06-25,S020
30,2025-07-04,S015
30,2025-07-15,S008
30,2025-07-16,S004
30,2025-07-14,S019
30,2025-07-22,S021
30,2025-07-23,S014
30,2025-07-26,S006
30,2025-08-05,S018
30,2025-08-11,S016
30,2025-08-13,S012
30,2025-08-23,S025
31,2025-06-07,S006
31,2025-06-08,S003
31,2025-06-21,S018
31,2025-06-20,S009
31,2025-06-18,S011
31,2025-06-27,S006
31,2025-06-27,S001
31,2025-07-06,S019
31,2025-07-02,S024
31,2025-07-01,S017
31,2025-07-12,S008
31,2025-07-07,S007
31,2025-07-10,S022
31,2025-07-11,S006
31,2025-07-09,S008
31,2025-07-12,S013
31,2025-07-07,S002
31,2025-07-07,S025
31,2025-07-14,S007
31,2025-07-21,S023
31,2025-07-25,S020
31,2025-07-22,S018
31,2025-08-03,S025
31,2025-07-30,S023
31,2025-07-31,S019
31,2025-08-09,S015
31,2025-08-07,S010
31,2025-08-08,S009
31,2025-08-13,S008
31,2025-08-14,S001
31,2025-08-25,S017
31,2025-08-31,S013
32,2025-06-13,S004
32,2025-06-17,S014
32,2025-06-22,S020
32,2025-06-18,S024
32,2025-07-18,S024
32,2025-07-17,S001
32,2025-07-19,S005
32,2025-07-27,S023
32,2025-08-29,S005
33,2025-06-06,S006
33,2025-06-16,S021
33,2025-06-20,S007
33,2025-06-23,S007
33,2025-06-26,S016
33,2025-06-29,S004
33,2025-07-20,S024
33,2025-07-20,S020
33,2025-07-29,S023
33,2025-08-04,S024
33,2025-08-07,S024
33,2025-08-04,S019
33,2025-08-17,S001
33,2025-08-26,S007
33,2025-08-29,S002
33,2025-08-31,S025
33,2025-09-01,S007
33,2025-09-07,S005
33,2025-09-05,S008
34,2025-06-03,S025
34,2025-06-04,S023
34,2025-06-05,S007
34,2025-06-04,S023
34,2025-06-13,S011
34,2025-06-09,S025
34,2025-06-16,S003
34,2025-06-22,S024
34,2025-06-26,S007
34,2025-06-28,S009
34,2025-06-25,S014
34,2025-06-30,S021
34,2025-07-07,S005
34,2025-07-10,S004
34,2025-07-11,S016
34,2025-07-18,S023
34,2025-07-20,S024
34,2025-07-14,S002
34,2025-07-27,S021
34,2025-07-21,S022
34,2025-07-25,S025
34,2025-07-29,S007
34,2025-07-30,S004
34,2025-08-06,S025
34,2025-08-07,S021
34,2025-08-06,S008
34,2025-08-13,S002
34,2025-08-13,S013
34,2025-08-14,S009
34,2025-08-16,S008
34,2025-08-23,S004
34,2025-08-23,S025
34,2025-08-19,S006
34,2025-08-31,S011
34,2025-08-25,S011
34,2025-09-04,S025
34,2025-09-05,S018
34,2025-09-05,S015
34,2025-09-01,S011
34,2025-09-01,S009
34,2025-09-06,S021
34,2025-09-02,S017
34,2025-09-02,S006
34,2025-09-07,S016
34,2025-09-02,S004
35,2025-06-08,S008
35,2025-06-04,S023
35,2025-06-03,S012
35,2025-06-15,S011
35,2025-06-18,S010
35,2025-06-17,S017
35,2025-06-25,S008
35,2025-06-25,S002
35,2025-06-23,S009
35,2025-06-25,S025
35,2025-06-30,S012
35,2025-07-04,S009
35,2025-07-07,S017
35,2025-07-15,S007
35,2025-07-15,S011
35,2025-07-16,S015
35,2025-07-19,S014
35,2025-07-16,S015
35,2025-07-22,S013
35,2025-07-21,S008
35,2025-07-25,S008
35,2025-07-29,S004
35,2025-07-28,S019
35,2025-08-06,S018
35,2025-08-08,S011
35,2025-08-08,S004
35,2025-08-06,S025
35,2025-08-14,S004
35,2025-08-16,S009
35,2025-08-13,S004
35,2025-09-05,S023
35,2025-09-03,S005
36,2025-06-02,S002
36,2025-06-06,S008
36,2025-06-14,S010
36,2025-06-15,S020
36,2025-06-13,S006
36,2025-06-10,S024
36,2025-06-18,S010
36,2025-06-20,S021
36,2025-06-16,S021
36,2025-06-18,S015
36,2025-06-26,S025
36,2025-06-26,S013
36,2025-06-26,S010
36,2025-07-03,S014
36,2025-07-09,S007
36,2025-07-18,S005
36,2025-07-20,S004
36,2025-07-15,S019
36,2025-07-17,S012
36,2025-07-26,S014
36,2025-07-25,S003
36,2025-08-03,S009
36,2025-08-05,S016
36,2025-08-14,S022
36,2025-08-14,S005
36,2025-08-12,S021
36,2025-08-30,S003
36,2025-08-30,S002
37,2025-06-06,S001
37,2025-06-03,S019
37,2025-06-15,S013
37,2025-06-16,S013
37,2025-06-21,S023
37,2025-06-30,S023
37,2025-07-03,S009
37,2025-07-02,S002
37,2025-07-16,S020
37,2025-07-21,S021
37,2025-07-30,S019
37,2025-08-10,S006
37,2025-08-06,S013
37,2025-08-06,S010
37,2025-08-08,S009
37,2025-08-10,S005
37,2025-08-16,S004
37,2025-08-15,S003
37,2025-08-17,S016
37,2025-08-26,S022
37,2025-08-29,S010
37,2025-09-05,S017
38,2025-06-09,S025
38,2025-06-17,S011
38,2025-06-24,S013
38,2025-07-04,S018
38,2025-07-06,S008
38,2025-07-11,S020
38,2025-07-09,S021
38,2025-07-18,S020
38,2025-07-27,S016
38,2025-08-02,S025
38,2025-08-12,S003
38,2025-08-22,S014
38,2025-08-19,S024
38,2025-08-26,S010
38,2025-09-01,S023
38,2025-09-07,S010
38,2025-09-02,S007
39,2025-06-15,S003
39,2025-06-15,S017
39,2025-06-15,S010
39,2025-06-22,S012
39,2025-06-29,S013
39,2025-06-29,S012
39,2025-07-03,S004
39,2025-07-08,S016
39,2025-07-14,S017
39,2025-07-25,S021
39,2025-07-31,S022
39,2025-08-01,S021
39,2025-08-13,S010
39,2025-08-15,S024
39,2025-08-20,S023
39,2025-08-22,S016
39,2025-08-23,S002
39,2025-08-24,S015
39,2025-08-24,S003
39,2025-08-28,S013
39,2025-08-27,S009
39,2025-08-30,S017
39,2025-09-02,S014
39,2025-09-07,S012
40,2025-06-05,S009
40,2025-06-02,S001
40,2025-06-09,S011
40,2025-06-14,S015
40,2025-06-14,S018
40,2025-06-17,S013
40,2025-06-22,S012
40,2025-06-21,S011
40,2025-06-29,S023
40,2025-06-25,S016
40,2025-07-07,S022
40,2025-07-10,S005
40,2025-07-13,S023
40,2025-07-10,S017
40,2025-07-11,S008
40,2025-07-12,S025
40,2025-07-13,S018
40,2025-07-16,S014
40,2025-07-22,S020
40,2025-07-30,S021
40,2025-08-01,S022
40,2025-07-31,S013
40,2025-08-06,S022
40,2025-08-07,S008
40,2025-08-17,S021
40,2025-08-13,S005
40,2025-08-23,S005
40,2025-08-25,S016
40,2025-08-30,S020
40,2025-08-30,S010
40,2025-09-06,S021
40,2025-09-02,S021
41,2025-06-03,S020
41,2025-06-07,S004
41,2025-06-13,S006
41,2025-06-26,S001
41,2025-06-23,S014
41,2025-06-26,S022
41,2025-06-29,S007
41,2025-06-25,S005
41,2025-07-04,S019
41,2025-07-01,S012
